Name,Function_formula,Function,Level_1,Level_2_1,Level_2_2,Level_2_3,Level_2_4
Baseline Val GI vs LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,LY or YoY,LY or YoY (Amount)
Baseline Val Gr % vs LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,LY or YoY,LY or YoY (Amount)
Baseline Val LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,LY or YoY,LY or YoY (Amount)
Baseline Val Mkt +/- LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,Current Period,Current Period (Amount)
Baseline Val Mkt Contrib % LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,LY or YoY,LY or YoY (Amount)
Baseline Val Mkt GI vs LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,LY or YoY,LY or YoY (Amount)
Baseline Val Mkt Gr % vs LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,LY or YoY,LY or YoY (Amount)
Baseline Val Mkt LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,LY or YoY,LY or YoY (Amount)
Baseline Val PI +/- LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,Current Period,Current Period (Amount)
Baseline Val PI Gr % vs LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,LY or YoY,LY or YoY (Amount)
Baseline Val PI LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,LY or YoY,LY or YoY (Amount)
Baseline Val Prod +/- LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,Current Period,Current Period (Amount)
Baseline Val Prod Contrib % LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,LY or YoY,LY or YoY (Amount)
Baseline Val Prod GI vs LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,LY or YoY,LY or YoY (Amount)
Baseline Val Prod Gr % vs LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,LY or YoY,LY or YoY (Amount)
Baseline Val Prod LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val % Mkt Shr +/- LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,Current Period,Current Period (Amount)
Domestic Val % Mkt Shr LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val +/- LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,Current Period,Current Period (Amount)
Domestic Val Comp +/- LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,Current Period,Current Period (Amount)
Domestic Val Comp Contrib % LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val Comp GI vs LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val Comp Gr % vs LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val Comp LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val Contrib % LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val EI vs LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,Current Period,Current Period (Amount)
Domestic Val GI vs LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val Gr % vs LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val Mkt +/- LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,Current Period,Current Period (Amount)
Domestic Val Mkt Contrib % LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val Mkt GI vs LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val Mkt Gr % vs LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val Mkt LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val PI +/- LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,Current Period,Current Period (Amount)
Domestic Val PI Gr % vs LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val PI LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val Prod +/- LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,Current Period,Current Period (Amount)
Domestic Val Prod Contrib % LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val Prod GI vs LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val Prod Gr % vs LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Domestic Val Prod LY,Domestic,Domestic,Domestic / Export,Domestic,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val % Mkt Shr +/- LY,Export,Export,Domestic / Export,Export,Amount Metrics,Current Period,Current Period (Amount)
Export Val % Mkt Shr LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val +/- LY,Export,Export,Domestic / Export,Export,Amount Metrics,Current Period,Current Period (Amount)
Export Val Comp +/- LY,Export,Export,Domestic / Export,Export,Amount Metrics,Current Period,Current Period (Amount)
Export Val Comp Contrib % LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val Comp GI vs LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val Comp Gr % vs LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val Comp LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val Contrib % LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val EI vs LY,Export,Export,Domestic / Export,Export,Amount Metrics,Current Period,Current Period (Amount)
Export Val GI vs LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val Gr % vs LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val Mkt +/- LY,Export,Export,Domestic / Export,Export,Amount Metrics,Current Period,Current Period (Amount)
Export Val Mkt Contrib % LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val Mkt GI vs LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val Mkt Gr % vs LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val Mkt LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val PI +/- LY,Export,Export,Domestic / Export,Export,Amount Metrics,Current Period,Current Period (Amount)
Export Val PI Gr % vs LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val PI LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val Prod +/- LY,Export,Export,Domestic / Export,Export,Amount Metrics,Current Period,Current Period (Amount)
Export Val Prod Contrib % LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val Prod GI vs LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val Prod Gr % vs LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Export Val Prod LY,Export,Export,Domestic / Export,Export,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val % Mkt Shr +/- LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,Current Period,Current Period (Amount)
Grocery Val % Mkt Shr LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val +/- LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,Current Period,Current Period (Amount)
Grocery Val Comp +/- LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,Current Period,Current Period (Amount)
Grocery Val Comp Contrib % LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val Comp GI vs LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val Comp Gr % vs LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val Comp LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val Contrib % LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val EI vs LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,Current Period,Current Period (Amount)
Grocery Val GI vs LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val Gr % vs LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val Mkt +/- LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,Current Period,Current Period (Amount)
Grocery Val Mkt Contrib % LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val Mkt GI vs LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val Mkt Gr % vs LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val Mkt LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val PI +/- LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,Current Period,Current Period (Amount)
Grocery Val PI Gr % vs LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val PI LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val Prod +/- LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,Current Period,Current Period (Amount)
Grocery Val Prod Contrib % LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val Prod GI vs LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val Prod Gr % vs LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Grocery Val Prod LY,Grocery,Grocery,Retail / Grocery,Grocery,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val % Mkt Shr +/- LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,Current Period,Current Period (Amount)
Incremental Val % Mkt Shr LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val +/- LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,Current Period,Current Period (Amount)
Incremental Val Comp +/- LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,Current Period,Current Period (Amount)
Incremental Val Comp Contrib % LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val Comp GI vs LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val Comp Gr % vs LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val Comp LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val Contrib % LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val EI vs LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,Current Period,Current Period (Amount)
Incremental Val GI vs LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val Gr % vs LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val Mkt +/- LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,Current Period,Current Period (Amount)
Incremental Val Mkt Contrib % LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val Mkt GI vs LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val Mkt Gr % vs LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val Mkt LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val PI +/- LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,Current Period,Current Period (Amount)
Incremental Val PI Gr % vs LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val PI LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val Prod +/- LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,Current Period,Current Period (Amount)
Incremental Val Prod Contrib % LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val Prod GI vs LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val Prod Gr % vs LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Incremental Val Prod LY,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val % Mkt Shr +/- LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,Current Period,Current Period (Amount)
Lost Val % Mkt Shr LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val +/- LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,Current Period,Current Period (Amount)
Lost Val Comp +/- LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,Current Period,Current Period (Amount)
Lost Val Comp Contrib % LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val Comp GI vs LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val Comp Gr % vs LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val Comp LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val Contrib % LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val EI vs LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,Current Period,Current Period (Amount)
Lost Val GI vs LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val Gr % vs LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val Mkt +/- LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,Current Period,Current Period (Amount)
Lost Val Mkt Contrib % LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val Mkt GI vs LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val Mkt Gr % vs LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val Mkt LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val PI +/- LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,Current Period,Current Period (Amount)
Lost Val PI Gr % vs LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val PI LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val Prod +/- LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,Current Period,Current Period (Amount)
Lost Val Prod Contrib % LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val Prod GI vs LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val Prod Gr % vs LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Lost Val Prod LY,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val % Mkt Shr +/- LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,Current Period,Current Period (Amount)
Non Promo Val % Mkt Shr LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val +/- LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,Current Period,Current Period (Amount)
Non Promo Val Comp +/- LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,Current Period,Current Period (Amount)
Non Promo Val Comp Contrib % LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val Comp GI vs LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val Comp Gr % vs LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val Comp LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val Contrib % LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val EI vs LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,Current Period,Current Period (Amount)
Non Promo Val GI vs LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val Gr % vs LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val Mkt +/- LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,Current Period,Current Period (Amount)
Non Promo Val Mkt Contrib % LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val Mkt GI vs LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val Mkt Gr % vs LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val Mkt LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val PI +/- LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,Current Period,Current Period (Amount)
Non Promo Val PI Gr % vs LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val PI LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val Prod +/- LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,Current Period,Current Period (Amount)
Non Promo Val Prod Contrib % LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val Prod GI vs LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val Prod Gr % vs LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Non Promo Val Prod LY,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Num Selling Dist +/- LY,Num,Num,Distribution Metrics,Store # / Distribution,Amount Metrics,Current Period,Current Period (Amount)
Num Selling Dist LY,Num,Num,Distribution Metrics,Store # / Distribution,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val % Mkt Shr +/- LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,Current Period,Current Period (Amount)
Online Val % Mkt Shr LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val +/- LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,Current Period,Current Period (Amount)
Online Val Comp +/- LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,Current Period,Current Period (Amount)
Online Val Comp Contrib % LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val Comp GI vs LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val Comp Gr % vs LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val Comp LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val Contrib % LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val EI vs LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,Current Period,Current Period (Amount)
Online Val GI vs LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val Gr % vs LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val Mkt +/- LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,Current Period,Current Period (Amount)
Online Val Mkt Contrib % LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val Mkt GI vs LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val Mkt Gr % vs LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val Mkt LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val PI +/- LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,Current Period,Current Period (Amount)
Online Val PI Gr % vs LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val PI LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val Prod +/- LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,Current Period,Current Period (Amount)
Online Val Prod Contrib % LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val Prod GI vs LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val Prod Gr % vs LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Online Val Prod LY,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val % Mkt Shr +/- LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,Current Period,Current Period (Amount)
Promo Val % Mkt Shr LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val +/- LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,Current Period,Current Period (Amount)
Promo Val Comp +/- LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,Current Period,Current Period (Amount)
Promo Val Comp Contrib % LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val Comp GI vs LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val Comp Gr % vs LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val Comp LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val Contrib % LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val EI vs LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,Current Period,Current Period (Amount)
Promo Val GI vs LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val Gr % vs LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val Mkt +/- LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,Current Period,Current Period (Amount)
Promo Val Mkt Contrib % LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val Mkt GI vs LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
