Name	Level_1	Level_2_1	Level_2_2	Level_2_3	Level_2_4
Non Promo Val Prod GI vs LY	Promo / Non Promo	Non Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Non Promo Val Prod Gr % vs LY	Promo / Non Promo	Non Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Non Promo Val Prod LY	Promo / Non Promo	Non Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Num Selling Dist +/- LY	Distribution Metrics	Store # / Distribution	Amount Metrics	Current Period	Current Period (Amount)
Num Selling Dist LY	Distribution Metrics	Store # / Distribution	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val % Mkt Shr +/- LY	Brick & Mortar / Online	Online	Amount Metrics	Current Period	Current Period (Amount)
Online Val % Mkt Shr LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val +/- LY	Brick & Mortar / Online	Online	Amount Metrics	Current Period	Current Period (Amount)
Online Val Comp +/- LY	Brick & Mortar / Online	Online	Amount Metrics	Current Period	Current Period (Amount)
Online Val Comp Contrib % LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val Comp GI vs LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val Comp Gr % vs LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val Comp LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val Contrib % LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val EI vs LY	Brick & Mortar / Online	Online	Amount Metrics	Current Period	Current Period (Amount)
Online Val GI vs LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val Gr % vs LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val Mkt +/- LY	Brick & Mortar / Online	Online	Amount Metrics	Current Period	Current Period (Amount)
Online Val Mkt Contrib % LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val Mkt GI vs LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val Mkt Gr % vs LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val Mkt LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val PI +/- LY	Brick & Mortar / Online	Online	Amount Metrics	Current Period	Current Period (Amount)
Online Val PI Gr % vs LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val PI LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val Prod +/- LY	Brick & Mortar / Online	Online	Amount Metrics	Current Period	Current Period (Amount)
Online Val Prod Contrib % LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val Prod GI vs LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val Prod Gr % vs LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Online Val Prod LY	Brick & Mortar / Online	Online	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val % Mkt Shr +/- LY	Promo / Non Promo	Promo	Amount Metrics	Current Period	Current Period (Amount)
Promo Val % Mkt Shr LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val +/- LY	Promo / Non Promo	Promo	Amount Metrics	Current Period	Current Period (Amount)
Promo Val Comp +/- LY	Promo / Non Promo	Promo	Amount Metrics	Current Period	Current Period (Amount)
Promo Val Comp Contrib % LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val Comp GI vs LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val Comp Gr % vs LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val Comp LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val Contrib % LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val EI vs LY	Promo / Non Promo	Promo	Amount Metrics	Current Period	Current Period (Amount)
Promo Val GI vs LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val Gr % vs LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val Mkt +/- LY	Promo / Non Promo	Promo	Amount Metrics	Current Period	Current Period (Amount)
Promo Val Mkt Contrib % LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val Mkt GI vs LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val Mkt Gr % vs LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val Mkt LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val PI +/- LY	Promo / Non Promo	Promo	Amount Metrics	Current Period	Current Period (Amount)
Promo Val PI Gr % vs LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val PI LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val Prod +/- LY	Promo / Non Promo	Promo	Amount Metrics	Current Period	Current Period (Amount)
Promo Val Prod Contrib % LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val Prod GI vs LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val Prod Gr % vs LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Promo Val Prod LY	Promo / Non Promo	Promo	Amount Metrics	LY or YoY	LY or YoY (Amount)
Ret/Gr Val Ratio +/- LY	Retail / Grocery	Retail	Amount Metrics	Current Period	Current Period (Amount)
Ret/Gr Val Ratio LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val % Mkt Shr +/- LY	Retail / Grocery	Retail	Amount Metrics	Current Period	Current Period (Amount)
Retail Val % Mkt Shr LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val +/- LY	Retail / Grocery	Retail	Amount Metrics	Current Period	Current Period (Amount)
Retail Val Comp +/- LY	Retail / Grocery	Retail	Amount Metrics	Current Period	Current Period (Amount)
Retail Val Comp Contrib % LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val Comp GI vs LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val Comp Gr % vs LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val Comp LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val Contrib % LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val EI vs LY	Retail / Grocery	Retail	Amount Metrics	Current Period	Current Period (Amount)
Retail Val GI vs LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val Gr % vs LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val Mkt +/- LY	Retail / Grocery	Retail	Amount Metrics	Current Period	Current Period (Amount)
Retail Val Mkt Contrib % LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val Mkt GI vs LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val Mkt Gr % vs LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val Mkt LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val PI +/- LY	Retail / Grocery	Retail	Amount Metrics	Current Period	Current Period (Amount)
Retail Val PI Gr % vs LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val PI LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val Prod +/- LY	Retail / Grocery	Retail	Amount Metrics	Current Period	Current Period (Amount)
Retail Val Prod Contrib % LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val Prod GI vs LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val Prod Gr % vs LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
Retail Val Prod LY	Retail / Grocery	Retail	Amount Metrics	LY or YoY	LY or YoY (Amount)
ROS Val +/- LY	Distribution Metrics	Distribution Value Metrics	Amount Metrics	Current Period	Current Period (Amount)
ROS Val LY	Distribution Metrics	Distribution Value Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val % Mkt Shr +/- LY	Scanout / Sellin	Scanout	Amount Metrics	Current Period	Current Period (Amount)
Scanout Val % Mkt Shr LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val +/- LY	Scanout / Sellin	Scanout	Amount Metrics	Current Period	Current Period (Amount)
Scanout Val Comp +/- LY	Scanout / Sellin	Scanout	Amount Metrics	Current Period	Current Period (Amount)
Scanout Val Comp Contrib % LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val Comp GI vs LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val Comp Gr % vs LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val Comp LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val Contrib % LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val EI vs LY	Scanout / Sellin	Scanout	Amount Metrics	Current Period	Current Period (Amount)
Scanout Val GI vs LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val Gr % vs LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val Mkt +/- LY	Scanout / Sellin	Scanout	Amount Metrics	Current Period	Current Period (Amount)
Scanout Val Mkt Contrib % LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val Mkt GI vs LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val Mkt Gr % vs LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val Mkt LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val PI +/- LY	Scanout / Sellin	Scanout	Amount Metrics	Current Period	Current Period (Amount)
Scanout Val PI Gr % vs LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val PI LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val Prod +/- LY	Scanout / Sellin	Scanout	Amount Metrics	Current Period	Current Period (Amount)
Scanout Val Prod Contrib % LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val Prod GI vs LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val Prod Gr % vs LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Scanout Val Prod LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val % Mkt Shr +/- LY	Scanout / Sellin	Sellin	Amount Metrics	Current Period	Current Period (Amount)
Sellin Val % Mkt Shr LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val +/- LY	Scanout / Sellin	Sellin	Amount Metrics	Current Period	Current Period (Amount)
Sellin Val Comp +/- LY	Scanout / Sellin	Sellin	Amount Metrics	Current Period	Current Period (Amount)
Sellin Val Comp Contrib % LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val Comp GI vs LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val Comp Gr % vs LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val Comp LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val Contrib % LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val EI vs LY	Scanout / Sellin	Sellin	Amount Metrics	Current Period	Current Period (Amount)
Sellin Val GI vs LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val Gr % vs LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val Mkt +/- LY	Scanout / Sellin	Sellin	Amount Metrics	Current Period	Current Period (Amount)
Sellin Val Mkt Contrib % LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val Mkt GI vs LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val Mkt Gr % vs LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val Mkt LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val PI +/- LY	Scanout / Sellin	Sellin	Amount Metrics	Current Period	Current Period (Amount)
Sellin Val PI Gr % vs LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val PI LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val Prod +/- LY	Scanout / Sellin	Sellin	Amount Metrics	Current Period	Current Period (Amount)
Sellin Val Prod Contrib % LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val Prod GI vs LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val Prod Gr % vs LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
Sellin Val Prod LY	Scanout / Sellin	Sellin	Amount Metrics	LY or YoY	LY or YoY (Amount)
SO/SI Val Ratio +/- LY	Scanout / Sellin	Scanout	Amount Metrics	Current Period	Current Period (Amount)
SO/SI Val Ratio LY	Scanout / Sellin	Scanout	Amount Metrics	LY or YoY	LY or YoY (Amount)
Store # Dist +/- LY	Distribution Metrics	Store # / Distribution	Amount Metrics	Current Period	Current Period (Amount)
Store # Dist LY	Distribution Metrics	Store # / Distribution	Amount Metrics	LY or YoY	LY or YoY (Amount)
Store # Total +/- LY	Distribution Metrics	Store # / Distribution	Amount Metrics	Current Period	Current Period (Amount)
Store # Total LY	Distribution Metrics	Store # / Distribution	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val Mkt	Base Metrics	Amount Metrics	Amount Metrics	Current Period	Current Period (Amount)
Val % Mkt Shr LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val Mkt +/- LY	Base Metrics	Amount Metrics	Amount Metrics	Current Period	Current Period (Amount)
Val Mkt Contrib %	Base Metrics	Amount Metrics	Amount Metrics	Current Period	Current Period (Amount)
Val Comp Contrib % LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val Comp GI vs LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val Comp Gr % vs LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val Comp LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val Contrib % LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val PI	Base Metrics	Amount Metrics	Amount Metrics	Current Period	Current Period (Amount)
Val GI vs LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val Gr % vs LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val PI +/- LY	Base Metrics	Amount Metrics	Amount Metrics	Current Period	Current Period (Amount)
Val Mkt Contrib % LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val Mkt GI vs LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val Mkt Gr % vs LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val Mkt LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val Prod	Base Metrics	Amount Metrics	Amount Metrics	Current Period	Current Period (Amount)
Val PI Gr % vs LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val PI LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val Prod +/- LY	Base Metrics	Amount Metrics	Amount Metrics	Current Period	Current Period (Amount)
Val Prod Contrib % LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val Prod GI vs LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val Prod Gr % vs LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val Prod LY	Base Metrics	Amount Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val Dist +/- LY	Distribution Metrics	Distribution Value Metrics	Amount Metrics	Current Period	Current Period (Amount)
Val Dist LY	Distribution Metrics	Distribution Value Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Val Dist Prod +/- LY	Distribution Metrics	Distribution Value Metrics	Amount Metrics	Current Period	Current Period (Amount)
Val Dist Prod LY	Distribution Metrics	Distribution Value Metrics	Amount Metrics	LY or YoY	LY or YoY (Amount)
Wtd Selling Dist +/- LY	Distribution Metrics	Store # / Distribution	Amount Metrics	Current Period	Current Period (Amount)
Wtd Selling Dist LY	Distribution Metrics	Store # / Distribution	Amount Metrics	LY or YoY	LY or YoY (Amount)
Wtd/Num Dist Index +/- LY	Distribution Metrics	Store # / Distribution	Amount Metrics	Current Period	Current Period (Amount)
Wtd/Num Dist Index LY	Distribution Metrics	Store # / Distribution	Amount Metrics	LY or YoY	LY or YoY (Amount)
Pack # % Mkt Shr +/- LY	Pack Ranging Metrics	Base Metrics	Base Metrics	Current Period	Current Period
Pack # % Mkt Shr LY	Pack Ranging Metrics	Base Metrics	Base Metrics	LY or YoY	LY or YoY
Pack # +/- LY	Pack Ranging Metrics	Base Metrics	Base Metrics	Current Period	Current Period
Pack # Contrib % LY	Pack Ranging Metrics	Base Metrics	Base Metrics	LY or YoY	LY or YoY
Pack # EI vs LY	Pack Ranging Metrics	Base Metrics	Base Metrics	Current Period	Current Period
Pack # GI vs LY	Pack Ranging Metrics	Base Metrics	Base Metrics	LY or YoY	LY or YoY
Pack # Gr % vs LY	Pack Ranging Metrics	Base Metrics	Base Metrics	LY or YoY	LY or YoY
Pack # LY	Pack Ranging Metrics	Base Metrics	Base Metrics	LY or YoY	LY or YoY
Pack # PI +/- LY	Pack Ranging Metrics	Base Metrics	Base Metrics	Current Period	Current Period
Pack # PI Gr % vs LY	Pack Ranging Metrics	Base Metrics	Base Metrics	LY or YoY	LY or YoY
Pack # PI LY	Pack Ranging Metrics	Base Metrics	Base Metrics	LY or YoY	LY or YoY
Pack # Comp +/- LY	Pack Ranging Metrics	Own Product / Market	Own Product / Market	Current Period	Current Period
Pack # Comp Contrib % LY	Pack Ranging Metrics	Own Product / Market	Own Product / Market	LY or YoY	LY or YoY
Pack # Comp GI vs LY	Pack Ranging Metrics	Own Product / Market	Own Product / Market	LY or YoY	LY or YoY
Pack # Comp Gr % vs LY	Pack Ranging Metrics	Own Product / Market	Own Product / Market	LY or YoY	LY or YoY
Pack # Comp LY	Pack Ranging Metrics	Own Product / Market	Own Product / Market	LY or YoY	LY or YoY
Pack # Mkt +/- LY	Pack Ranging Metrics	Own Product / Market	Own Product / Market	Current Period	Current Period
Pack # Mkt Contrib % LY	Pack Ranging Metrics	Own Product / Market	Own Product / Market	LY or YoY	LY or YoY
Pack # Mkt GI vs LY	Pack Ranging Metrics	Own Product / Market	Own Product / Market	LY or YoY	LY or YoY
Pack # Mkt Gr % vs LY	Pack Ranging Metrics	Own Product / Market	Own Product / Market	LY or YoY	LY or YoY
Pack # Mkt LY	Pack Ranging Metrics	Own Product / Market	Own Product / Market	LY or YoY	LY or YoY
Pack # Prod +/- LY	Pack Ranging Metrics	Own Product / Market	Own Product / Market	Current Period	Current Period
Pack # Prod Contrib % LY	Pack Ranging Metrics	Own Product / Market	Own Product / Market	LY or YoY	LY or YoY
Pack # Prod GI vs LY	Pack Ranging Metrics	Own Product / Market	Own Product / Market	LY or YoY	LY or YoY
Pack # Prod Gr % vs LY	Pack Ranging Metrics	Own Product / Market	Own Product / Market	LY or YoY	LY or YoY
Pack # Prod LY	Pack Ranging Metrics	Own Product / Market	Own Product / Market	LY or YoY	LY or YoY
B&M Price +/- LY	Brick & Mortar / Online	Brick & Mortar	Price Metrics	Current Period	Current Period (Price)
B&M Price Comp +/- LY	Brick & Mortar / Online	Brick & Mortar	Price Metrics	Current Period	Current Period (Price)
B&M Price Comp GI vs LY	Brick & Mortar / Online	Brick & Mortar	Price Metrics	LY or YoY	LY or YoY (Price)
B&M Price Comp Gr % vs LY	Brick & Mortar / Online	Brick & Mortar	Price Metrics	LY or YoY	LY or YoY (Price)
B&M Price Comp LY	Brick & Mortar / Online	Brick & Mortar	Price Metrics	LY or YoY	LY or YoY (Price)
B&M Price GI vs LY	Brick & Mortar / Online	Brick & Mortar	Price Metrics	LY or YoY	LY or YoY (Price)
B&M Price Gr % vs LY	Brick & Mortar / Online	Brick & Mortar	Price Metrics	LY or YoY	LY or YoY (Price)
B&M Price LY	Brick & Mortar / Online	Brick & Mortar	Price Metrics	LY or YoY	LY or YoY (Price)
B&M Price Mkt +/- LY	Brick & Mortar / Online	Brick & Mortar	Price Metrics	Current Period	Current Period (Price)
B&M Price Mkt GI vs LY	Brick & Mortar / Online	Brick & Mortar	Price Metrics	LY or YoY	LY or YoY (Price)
B&M Price Mkt Gr % vs LY	Brick & Mortar / Online	Brick & Mortar	Price Metrics	LY or YoY	LY or YoY (Price)
B&M Price Mkt LY	Brick & Mortar / Online	Brick & Mortar	Price Metrics	LY or YoY	LY or YoY (Price)
B&M Price Prod +/- LY	Brick & Mortar / Online	Brick & Mortar	Price Metrics	Current Period	Current Period (Price)
B&M Price Prod GI vs LY	Brick & Mortar / Online	Brick & Mortar	Price Metrics	LY or YoY	LY or YoY (Price)
B&M Price Prod Gr % vs LY	Brick & Mortar / Online	Brick & Mortar	Price Metrics	LY or YoY	LY or YoY (Price)
B&M Price Prod LY	Brick & Mortar / Online	Brick & Mortar	Price Metrics	LY or YoY	LY or YoY (Price)
Baseline Price +/- LY	Baseline /Incremental / Lost	Baseline	Price Metrics	Current Period	Current Period (Price)
Baseline Price Comp +/- LY	Baseline /Incremental / Lost	Baseline	Price Metrics	Current Period	Current Period (Price)
Baseline Price Comp GI vs LY	Baseline /Incremental / Lost	Baseline	Price Metrics	LY or YoY	LY or YoY (Price)
Baseline Price Comp Gr % vs LY	Baseline /Incremental / Lost	Baseline	Price Metrics	LY or YoY	LY or YoY (Price)
Baseline Price Comp LY	Baseline /Incremental / Lost	Baseline	Price Metrics	LY or YoY	LY or YoY (Price)
Baseline Price GI vs LY	Baseline /Incremental / Lost	Baseline	Price Metrics	LY or YoY	LY or YoY (Price)
Baseline Price Gr % vs LY	Baseline /Incremental / Lost	Baseline	Price Metrics	LY or YoY	LY or YoY (Price)
Baseline Price LY	Baseline /Incremental / Lost	Baseline	Price Metrics	LY or YoY	LY or YoY (Price)
Baseline Price Mkt +/- LY	Baseline /Incremental / Lost	Baseline	Price Metrics	Current Period	Current Period (Price)
Baseline Price Mkt GI vs LY	Baseline /Incremental / Lost	Baseline	Price Metrics	LY or YoY	LY or YoY (Price)
Baseline Price Mkt Gr % vs LY	Baseline /Incremental / Lost	Baseline	Price Metrics	LY or YoY	LY or YoY (Price)
Baseline Price Mkt LY	Baseline /Incremental / Lost	Baseline	Price Metrics	LY or YoY	LY or YoY (Price)
Baseline Price Prod +/- LY	Baseline /Incremental / Lost	Baseline	Price Metrics	Current Period	Current Period (Price)
Baseline Price Prod GI vs LY	Baseline /Incremental / Lost	Baseline	Price Metrics	LY or YoY	LY or YoY (Price)
Baseline Price Prod Gr % vs LY	Baseline /Incremental / Lost	Baseline	Price Metrics	LY or YoY	LY or YoY (Price)
Baseline Price Prod LY	Baseline /Incremental / Lost	Baseline	Price Metrics	LY or YoY	LY or YoY (Price)
Domestic Price +/- LY	Domestic / Export	Domestic	Price Metrics	Current Period	Current Period (Price)
Domestic Price Comp +/- LY	Domestic / Export	Domestic	Price Metrics	Current Period	Current Period (Price)
Domestic Price Comp GI vs LY	Domestic / Export	Domestic	Price Metrics	LY or YoY	LY or YoY (Price)
Domestic Price Comp Gr % vs LY	Domestic / Export	Domestic	Price Metrics	LY or YoY	LY or YoY (Price)
Domestic Price Comp LY	Domestic / Export	Domestic	Price Metrics	LY or YoY	LY or YoY (Price)
Domestic Price GI vs LY	Domestic / Export	Domestic	Price Metrics	LY or YoY	LY or YoY (Price)
Domestic Price Gr % vs LY	Domestic / Export	Domestic	Price Metrics	LY or YoY	LY or YoY (Price)
Domestic Price LY	Domestic / Export	Domestic	Price Metrics	LY or YoY	LY or YoY (Price)
Domestic Price Mkt +/- LY	Domestic / Export	Domestic	Price Metrics	Current Period	Current Period (Price)
Domestic Price Mkt GI vs LY	Domestic / Export	Domestic	Price Metrics	LY or YoY	LY or YoY (Price)
Domestic Price Mkt Gr % vs LY	Domestic / Export	Domestic	Price Metrics	LY or YoY	LY or YoY (Price)
Domestic Price Mkt LY	Domestic / Export	Domestic	Price Metrics	LY or YoY	LY or YoY (Price)
Domestic Price Prod +/- LY	Domestic / Export	Domestic	Price Metrics	Current Period	Current Period (Price)
Domestic Price Prod GI vs LY	Domestic / Export	Domestic	Price Metrics	LY or YoY	LY or YoY (Price)
Domestic Price Prod Gr % vs LY	Domestic / Export	Domestic	Price Metrics	LY or YoY	LY or YoY (Price)
Domestic Price Prod LY	Domestic / Export	Domestic	Price Metrics	LY or YoY	LY or YoY (Price)
Export Price +/- LY	Domestic / Export	Export	Price Metrics	Current Period	Current Period (Price)
Export Price Comp +/- LY	Domestic / Export	Export	Price Metrics	Current Period	Current Period (Price)
Export Price Comp GI vs LY	Domestic / Export	Export	Price Metrics	LY or YoY	LY or YoY (Price)
